account_id,account_name,industry,country,referral_source,plan_tier,seats,is_trial,churn_flag,signup_date,signup_month,tenure_days,n_churn_events,has_churn_event,first_churn_date,signup_quarter,tenure_bucket,first_trial_start,trial_converted,n_subscriptions,n_paid_subscriptions,n_trial_subscriptions,n_ended_subscriptions,n_upgrades,n_downgrades,annual_share,auto_renew_share,lifetime_mrr_booked,has_trial_subscription,any_upgrade,any_downgrade,highest_plan_tier,n_active_subscriptions,mrr_at_snapshot,paid_seats_at_snapshot,usage_events,total_usage_count,distinct_features,total_errors,beta_event_share,total_duration_hours,avg_minutes_per_event,error_rate,n_tickets,n_escalations,n_high_urgent_tickets,avg_resolution_hours,avg_first_response_minutes,csat_responses,avg_satisfaction,any_escalation,ticket_bucket,breadth_quartile,usage_quartile,snapshot_date,engagement_segment,high_friction
A-592832,Company_10,Cybersecurity,US,organic,Basic,18,False,True,2024-09-25,2024-09-01,97,1,True,2024-10-04,2024Q3,0-6 months,2024-09-26,True,19,16,3,3,1,1,0.5263157894736842,0.7894736842105263,32571,True,True,True,Enterprise,16,26833,397,101,1053,38,55,0.12871287128712872,90.63416666666667,53.8420792079208,0.052231718898385564,3.0,0.0,1.0,32.666666666666664,80.66666666666667,1.0,5.0,False,3-4,Q4 (highest),Q4 (highest),2024-12-31,Power Accounts,False
A-d40bf7,Company_11,FinTech,IN,organic,Basic,59,False,False,2024-11-08,2024-11-01,53,0,False,,2024Q4,0-6 months,2024-12-13,True,10,7,3,0,1,0,0.4,0.6,43247,True,True,False,Enterprise,10,43247,413,55,562,29,22,0.09090909090909091,41.718333333333334,45.51090909090909,0.03914590747330961,2.0,0.0,2.0,20.5,125.5,2.0,5.0,False,1-2,Q3,Q3,2024-12-31,Engaged Accounts,False
A-6c093d,Company_12,DevTools,US,partner,Basic,7,True,False,2023-04-14,2023-04-01,627,0,False,,2023Q2,18-24 months,2023-09-26,True,12,10,2,3,2,0,0.5833333333333334,0.8333333333333334,16242,True,True,False,Enterprise,9,15556,154,64,670,30,30,0.15625,60.354166666666664,56.58203125,0.04477611940298507,3.0,1.0,2.0,40.333333333333336,68.33333333333333,1.0,5.0,True,3-4,Q3,Q4 (highest),2024-12-31,Engaged Accounts,True
A-462d45,Company_13,Cybersecurity,US,partner,Enterprise,11,True,False,2024-01-15,2024-01-01,351,1,True,2024-05-17,2024Q1,6-12 months,2024-02-29,True,12,10,2,2,1,2,0.5,0.8333333333333334,23432,True,True,True,Enterprise,10,18752,218,69,642,34,26,0.11594202898550725,44.3225,38.541304347826085,0.040498442367601244,4.0,0.0,3.0,26.75,95.0,1.0,4.0,False,3-4,Q4 (highest),Q4 (highest),2024-12-31,Power Accounts,False
A-956988,Company_14,EdTech,UK,ads,Enterprise,1,False,False,2024-11-30,2024-11-01,31,2,True,2024-12-08,2024Q4,0-6 months,2024-12-01,True,13,11,2,1,0,1,0.38461538461538464,0.7692307692307693,29407,True,False,True,Enterprise,12,29407,313,70,658,32,49,0.11428571428571428,48.12,41.245714285714286,0.07446808510638298,2.0,0.0,1.0,50.5,118.0,1.0,3.0,False,1-2,Q4 (highest),Q4 (highest),2024-12-31,Power Accounts,True
A-ac14bb,Company_15,FinTech,US,partner,Enterprise,21,False,False,2023-09-08,2023-09-01,480,2,True,2024-08-29,2023Q3,12-18 months,2024-02-29,True,8,7,1,2,2,0,0.5,0.875,27746,True,True,False,Enterprise,6,20382,168,54,531,31,42,0.12962962962962962,47.45166666666667,52.724074074074075,0.07909604519774012,2.0,0.0,1.0,24.5,30.5,1.0,4.0,False,1-2,Q3,Q3,2024-12-31,Engaged Accounts,True
A-463db0,Company_16,HealthTech,US,partner,Basic,15,False,False,2024-12-05,2024-12-01,26,1,True,2024-12-30,2024Q4,0-6 months,,,7,7,0,0,0,0,0.7142857142857143,0.7142857142857143,13266,False,False,False,Enterprise,7,13266,174,37,367,25,13,0.08108108108108109,29.51638888888889,47.86441441441442,0.035422343324250684,6.0,1.0,2.0,50.166666666666664,94.83333333333333,4.0,4.25,True,5-6,Q2,Q1 (lowest),2024-12-31,Low-Engagement Accounts,True
A-ce66f8,Company_17,EdTech,CA,event,Pro,29,False,False,2023-08-23,2023-08-01,496,0,False,,2023Q3,12-18 months,,,6,6,0,0,0,0,0.6666666666666666,1.0,11858,False,False,False,Enterprise,6,11858,182,46,494,29,19,0.13043478260869565,37.09972222222222,48.390942028985506,0.038461538461538464,6.0,0.0,2.0,41.666666666666664,79.16666666666667,2.0,3.5,False,5-6,Q3,Q2,2024-12-31,Casual Accounts,False
A-c4ea60,Company_18,FinTech,DE,other,Enterprise,18,False,True,2023-03-09,2023-03-01,663,0,False,,2023Q1,18-24 months,2024-02-19,True,9,8,1,0,0,1,0.5555555555555556,0.7777777777777778,14646,True,False,True,Enterprise,9,14646,174,43,427,28,18,0.20930232558139536,38.123333333333335,53.1953488372093,0.04215456674473068,5.0,0.0,1.0,36.0,59.0,5.0,3.6,False,5-6,Q3,Q2,2024-12-31,Casual Accounts,False
A-832ec2,Company_19,FinTech,UK,event,Enterprise,4,True,False,2023-11-19,2023-11-01,408,2,True,2023-12-19,2023Q4,12-18 months,2024-01-02,True,8,6,2,0,3,0,0.5,0.375,9299,True,True,False,Enterprise,8,9299,101,49,511,31,25,0.12244897959183673,43.80861111111111,53.643197278911565,0.04892367906066536,3.0,1.0,1.0,26.0,108.66666666666667,2.0,4.0,True,3-4,Q3,Q3,2024-12-31,Engaged Accounts,True
A-684255,Company_20,FinTech,US,ads,Enterprise,9,False,False,2024-04-14,2024-04-01,261,2,True,2024-05-04,2024Q2,6-12 months,2024-06-18,True,14,12,2,3,3,1,0.7142857142857143,0.6428571428571429,11844,True,True,True,Enterprise,11,10864,166,66,653,34,44,0.22727272727272727,53.29138888888889,48.446717171717175,0.06738131699846861,4.0,1.0,1.0,14.25,84.66666666666667,3.0,4.666666666666667,True,3-4,Q4 (highest),Q4 (highest),2024-12-31,Power Accounts,True
A-c42f1f,Company_21,HealthTech,US,other,Pro,8,False,False,2024-07-28,2024-07-01,156,0,False,,2024Q3,0-6 months,,,8,8,0,1,1,1,0.625,0.75,5175,False,True,True,Enterprise,7,4636,94,35,337,24,20,0.14285714285714285,27.328611111111112,46.84904761904762,0.05934718100890208,9.0,1.0,4.0,31.333333333333332,76.875,5.0,4.0,True,7+,Q2,Q1 (lowest),2024-12-31,Low-Engagement Accounts,True
A-4e44e8,Company_22,DevTools,US,ads,Enterprise,3,False,True,2024-08-20,2024-08-01,133,2,True,2024-08-25,2024Q3,0-6 months,2024-09-28,True,14,11,3,2,2,0,0.5,0.7857142857142857,36445,True,True,False,Enterprise,12,20531,209,69,687,32,37,0.11594202898550725,57.88527777777778,50.33502415458938,0.053857350800582245,3.0,0.0,1.0,31.333333333333332,76.66666666666667,3.0,3.3333333333333335,False,3-4,Q4 (highest),Q4 (highest),2024-12-31,Power Accounts,False
A-30b4ca,Company_23,EdTech,IN,organic,Basic,86,False,True,2024-05-20,2024-05-01,225,1,True,2024-09-01,2024Q2,6-12 months,2024-08-13,True,8,7,1,0,0,0,0.375,0.875,75938,True,False,False,Enterprise,8,75938,602,42,402,28,22,0.23809523809523808,35.39805555555556,50.5686507936508,0.05472636815920398,3.0,0.0,0.0,57.666666666666664,108.33333333333333,1.0,4.0,False,3-4,Q3,Q2,2024-12-31,Casual Accounts,False
A-9f2731,Company_24,FinTech,IN,event,Enterprise,1,False,False,2024-10-04,2024-10-01,88,2,True,2024-10-15,2024Q4,0-6 months,2024-10-12,True,7,4,3,0,0,1,0.42857142857142855,1.0,3613,True,False,True,Pro,7,3613,97,32,324,23,20,0.0625,27.253611111111113,51.100520833333334,0.06172839506172839,0.0,0.0,0.0,,,0.0,,False,0,Q1 (lowest),Q1 (lowest),2024-12-31,Low-Engagement Accounts,False
A-32fb14,Company_25,DevTools,US,event,Enterprise,26,False,True,2023-03-07,2023-03-01,665,3,True,2023-08-19,2023Q1,18-24 months,2023-07-18,True,9,8,1,2,2,0,0.6666666666666666,0.7777777777777778,10162,True,True,False,Enterprise,7,8775,165,47,488,27,19,0.0425531914893617,41.86333333333334,53.44255319148936,0.0389344262295082,5.0,0.0,3.0,34.0,59.6,2.0,4.5,False,5-6,Q2,Q2,2024-12-31,Casual Accounts,False
A-00cac8,Company_26,HealthTech,AU,organic,Enterprise,8,True,False,2023-09-15,2023-09-01,473,0,False,,2023Q3,12-18 months,2024-04-04,True,9,8,1,0,0,1,0.4444444444444444,0.8888888888888888,14121,True,False,True,Enterprise,9,14121,129,58,602,30,31,0.1206896551724138,47.60166666666667,49.24310344827586,0.05149501661129568,2.0,0.0,2.0,33.0,149.0,0.0,,False,1-2,Q3,Q3,2024-12-31,Engaged Accounts,False
A-35083d,Company_27,HealthTech,IN,partner,Basic,19,False,True,2023-04-28,2023-04-01,613,0,False,,2023Q2,18-24 months,2023-06-03,True,16,13,3,1,3,0,0.4375,0.875,32433,True,True,False,Enterprise,15,31502,308,72,791,29,37,0.09722222222222222,65.84861111111111,54.873842592592595,0.04677623261694058,4.0,0.0,3.0,49.75,119.0,3.0,5.0,False,3-4,Q3,Q4 (highest),2024-12-31,Engaged Accounts,False
A-eb7fac,Company_28,DevTools,US,organic,Enterprise,7,False,False,2023-10-28,2023-10-01,430,1,True,2024-07-22,2023Q4,12-18 months,,,10,10,0,1,0,0,0.3,0.9,42096,False,False,False,Enterprise,9,41753,317,53,538,27,44,0.11320754716981132,51.591388888888886,58.40534591194969,0.08178438661710037,4.0,0.0,2.0,34.0,126.5,1.0,4.0,False,3-4,Q2,Q3,2024-12-31,Engaged Accounts,True
A-b20d99,Company_29,HealthTech,IN,other,Basic,20,False,False,2023-09-27,2023-09-01,461,1,True,2024-03-04,2023Q3,12-18 months,,,7,7,0,0,1,0,0.42857142857142855,0.8571428571428571,11069,False,True,False,Enterprise,7,11069,161,33,329,22,12,0.15151515151515152,29.226111111111113,53.13838383838384,0.0364741641337386,2.0,0.0,0.0,61.5,27.0,2.0,3.5,False,1-2,Q1 (lowest),Q1 (lowest),2024-12-31,Low-Engagement Accounts,False
A-396e5f,Company_30,Cybersecurity,CA,other,Enterprise,2,False,False,2024-10-02,2024-10-01,90,1,True,2024-11-30,2024Q4,0-6 months,2024-10-23,True,10,9,1,0,2,1,0.4,0.8,10236,True,True,True,Enterprise,10,10236,174,55,540,29,23,0.09090909090909091,48.72972222222222,53.15969696969697,0.04259259259259259,5.0,1.0,4.0,24.8,87.0,1.0,4.0,True,5-6,Q3,Q3,2024-12-31,Engaged Accounts,True
A-45ce7a,Company_31,FinTech,US,ads,Enterprise,16,False,False,2023-07-23,2023-07-01,527,0,False,,2023Q3,12-18 months,2024-04-13,True,7,6,1,1,2,1,0.2857142857142857,0.7142857142857143,8216,True,True,True,Enterprise,6,7432,88,39,424,21,30,0.05128205128205128,34.71611111111111,53.409401709401706,0.07075471698113207,5.0,0.0,0.0,45.4,91.8,3.0,3.6666666666666665,False,5-6,Q1 (lowest),Q2,2024-12-31,Casual Accounts,True
A-08e34e,Company_32,EdTech,US,event,Basic,14,False,True,2024-06-27,2024-06-01,187,2,True,2024-07-13,2024Q2,6-12 months,2024-07-02,True,11,9,2,0,0,0,0.5454545454545454,0.6363636363636364,21821,True,False,False,Enterprise,11,21821,299,63,651,34,32,0.1111111111111111,51.92472222222222,49.4521164021164,0.04915514592933948,3.0,0.0,1.0,43.0,84.0,2.0,3.0,False,3-4,Q4 (highest),Q4 (highest),2024-12-31,Power Accounts,False
A-8145a0,Company_33,Cybersecurity,AU,partner,Basic,2,True,False,2023-04-25,2023-04-01,616,1,True,2023-07-12,2023Q2,18-24 months,2024-05-01,True,12,11,1,1,2,0,0.4166666666666667,0.9166666666666666,17260,True,True,False,Enterprise,11,12285,135,64,693,32,27,0.078125,55.60472222222222,52.12942708333333,0.03896103896103896,6.0,0.0,2.0,23.666666666666668,90.16666666666667,3.0,4.0,False,5-6,Q4 (highest),Q4 (highest),2024-12-31,Power Accounts,False
A-bad8c1,Company_34,FinTech,AU,organic,Basic,7,False,False,2023-03-01,2023-03-01,671,1,True,2023-10-04,2023Q1,18-24 months,2023-11-15,True,7,5,2,0,2,0,0.14285714285714285,1.0,7797,True,True,False,Enterprise,7,7797,153,37,385,29,11,0.16216216216216217,34.90972222222222,56.61036036036036,0.02857142857142857,1.0,0.0,1.0,27.0,49.0,1.0,4.0,False,1-2,Q3,Q2,2024-12-31,Casual Accounts,False
A-44dc83,Company_35,EdTech,FR,other,Basic,5,False,False,2024-05-12,2024-05-01,233,1,True,2024-11-29,2024Q2,6-12 months,2024-09-24,False,4,1,3,0,0,0,0.75,1.0,456,True,False,False,Enterprise,4,456,24,24,248,16,13,0.125,22.533055555555556,56.332638888888894,0.05241935483870968,7.0,0.0,4.0,40.857142857142854,76.14285714285714,5.0,4.6,False,7+,Q1 (lowest),Q1 (lowest),2024-12-31,Low-Engagement Accounts,False
A-f446b6,Company_36,DevTools,DE,ads,Pro,5,True,False,2023-05-12,2023-05-01,599,0,False,,2023Q2,18-24 months,,,9,9,0,1,0,0,0.4444444444444444,0.7777777777777778,11392,False,False,False,Enterprise,8,8805,135,39,376,27,31,0.07692307692307693,35.420833333333334,54.493589743589745,0.08244680851063829,8.0,1.0,6.0,30.75,82.5,4.0,4.25,True,7+,Q2,Q2,2024-12-31,Casual Accounts,True
A-a45270,Company_37,HealthTech,US,ads,Enterprise,3,False,False,2024-06-24,2024-06-01,190,1,True,2024-11-12,2024Q2,6-12 months,2024-09-14,True,12,10,2,1,2,1,0.5,0.75,20131,True,True,True,Enterprise,11,19984,196,71,733,35,53,0.056338028169014086,61.82833333333333,52.249295774647884,0.0723055934515689,4.0,0.0,3.0,64.0,110.0,2.0,4.0,False,3-4,Q4 (highest),Q4 (highest),2024-12-31,Power Accounts,True
A-854864,Company_38,FinTech,IN,event,Enterprise,20,False,False,2024-12-07,2024-12-01,24,1,True,2024-12-24,2024Q4,0-6 months,,,6,6,0,1,0,0,0.5,0.8333333333333334,14759,False,False,False,Enterprise,5,14379,171,24,248,17,10,0.16666666666666666,20.421388888888888,51.053472222222226,0.04032258064516129,5.0,0.0,2.0,44.2,100.8,5.0,4.8,False,5-6,Q1 (lowest),Q1 (lowest),2024-12-31,Low-Engagement Accounts,False
A-1b7577,Company_39,Cybersecurity,US,other,Pro,4,False,False,2024-10-27,2024-10-01,65,0,False,,2024Q4,0-6 months,2024-11-02,True,11,10,1,2,0,1,0.45454545454545453,1.0,8771,True,False,True,Enterprise,9,8505,165,62,647,33,33,0.06451612903225806,54.33277777777778,52.580107526881726,0.05100463678516229,5.0,0.0,3.0,27.2,109.4,4.0,4.0,False,5-6,Q4 (highest),Q4 (highest),2024-12-31,Power Accounts,False
A-05f0e5,Company_40,FinTech,US,partner,Basic,32,False,False,2023-05-04,2023-05-01,607,2,True,2024-01-14,2023Q2,18-24 months,,,12,12,0,0,2,0,0.6666666666666666,0.8333333333333334,51109,False,True,False,Enterprise,12,51109,541,67,706,32,46,0.13432835820895522,57.532222222222224,51.52139303482587,0.06515580736543909,4.0,0.0,2.0,20.0,108.5,3.0,4.0,False,3-4,Q4 (highest),Q4 (highest),2024-12-31,Power Accounts,False
A-9077b0,Company_41,HealthTech,US,ads,Basic,2,False,False,2024-08-25,2024-08-01,128,0,False,,2024Q3,0-6 months,2024-11-18,True,7,4,3,2,3,0,0.2857142857142857,1.0,3565,True,True,False,Enterprise,5,779,11,46,493,26,31,0.10869565217391304,40.63916666666667,53.00760869565217,0.06288032454361055,3.0,0.0,3.0,40.333333333333336,114.5,3.0,4.333333333333333,False,3-4,Q2,Q2,2024-12-31,Casual Accounts,False
A-7f8241,Company_42,EdTech,US,organic,Pro,34,False,True,2023-03-14,2023-03-01,658,0,False,,2023Q1,18-24 months,2023-11-29,True,15,14,1,0,2,0,0.4666666666666667,0.6666666666666666,39516,True,True,False,Enterprise,15,39516,504,77,734,34,38,0.06493506493506493,63.10722222222222,49.17445887445888,0.051771117166212535,1.0,0.0,0.0,36.0,135.0,1.0,3.0,False,1-2,Q4 (highest),Q4 (highest),2024-12-31,Power Accounts,False
A-2bc93d,Company_43,HealthTech,US,event,Basic,14,False,False,2023-03-14,2023-03-01,658,2,True,2023-08-10,2023Q1,18-24 months,2024-08-31,True,13,12,1,1,4,0,0.5384615384615384,0.8461538461538461,32394,True,True,False,Enterprise,12,32128,352,67,666,33,31,0.07462686567164178,59.92638888888889,53.66542288557214,0.046546546546546545,2.0,0.0,1.0,12.0,78.0,2.0,4.5,False,1-2,Q4 (highest),Q4 (highest),2024-12-31,Power Accounts,False
A-f3ff05,Company_44,FinTech,IN,other,Enterprise,2,False,False,2024-07-06,2024-07-01,178,1,True,2024-10-20,2024Q3,0-6 months,2024-11-10,True,13,12,1,1,1,0,0.5384615384615384,0.9230769230769231,19465,True,True,False,Enterprise,12,19427,203,66,672,28,36,0.06060606060606061,58.424166666666665,53.11287878787879,0.05357142857142857,3.0,0.0,1.0,42.666666666666664,111.33333333333333,2.0,3.5,False,3-4,Q3,Q4 (highest),2024-12-31,Engaged Accounts,False
A-2d4502,Company_45,FinTech,IN,event,Basic,7,False,False,2024-04-29,2024-04-01,246,1,True,2024-05-07,2024Q2,6-12 months,2024-09-25,True,10,9,1,0,2,0,0.6,0.7,29071,True,True,False,Enterprise,10,29071,229,47,465,29,19,0.14893617021276595,35.554722222222225,45.38900709219858,0.04086021505376344,3.0,0.0,2.0,26.333333333333332,37.5,2.0,5.0,False,3-4,Q3,Q2,2024-12-31,Casual Accounts,False
A-6a4e2d,Company_46,EdTech,UK,partner,Pro,9,False,False,2023-04-07,2023-04-01,634,1,True,2024-07-19,2023Q2,18-24 months,2023-05-29,True,11,10,1,3,2,1,0.6363636363636364,0.8181818181818182,10394,True,True,True,Enterprise,8,9537,183,59,597,27,31,0.05084745762711865,47.99,48.80338983050847,0.051926298157453935,2.0,1.0,0.0,18.5,141.0,2.0,4.5,True,1-2,Q2,Q3,2024-12-31,Engaged Accounts,True
A-eb7c38,Company_47,DevTools,AU,organic,Enterprise,5,False,False,2024-02-25,2024-02-01,310,1,True,2024-03-22,2024Q1,6-12 months,2024-04-11,True,15,11,4,4,3,1,0.6666666666666666,0.6666666666666666,38210,True,True,True,Enterprise,11,17144,236,70,693,33,27,0.08571428571428572,56.651666666666664,48.558571428571426,0.03896103896103896,5.0,0.0,2.0,22.4,67.4,3.0,4.333333333333333,False,5-6,Q4 (highest),Q4 (highest),2024-12-31,Power Accounts,False
A-c37601,Company_48,EdTech,US,partner,Basic,6,True,False,2024-10-31,2024-10-01,61,1,True,2024-12-17,2024Q4,0-6 months,2024-11-04,True,12,9,3,2,0,0,0.6666666666666666,0.8333333333333334,20475,True,False,False,Enterprise,10,17490,150,48,489,28,21,0.0625,36.62083333333333,45.776041666666664,0.04294478527607362,4.0,0.0,2.0,42.25,83.0,3.0,3.6666666666666665,False,3-4,Q3,Q2,2024-12-31,Casual Accounts,False
A-3b5cd1,Company_49,FinTech,US,event,Basic,13,True,False,2023-09-12,2023-09-01,476,3,True,2024-01-21,2023Q3,12-18 months,2023-09-30,True,13,11,2,0,2,1,0.46153846153846156,0.6923076923076923,23676,True,True,True,Enterprise,13,23676,204,52,523,27,24,0.09615384615384616,49.43277777777778,57.03782051282052,0.045889101338432124,5.0,0.0,2.0,27.4,46.6,2.0,4.0,False,5-6,Q2,Q3,2024-12-31,Engaged Accounts,False
A-b2225d,Company_50,FinTech,US,ads,Basic,47,False,True,2024-03-08,2024-03-01,298,3,True,2024-03-31,2024Q1,6-12 months,2024-04-02,True,12,7,5,0,1,1,0.5833333333333334,0.75,19088,True,True,True,Enterprise,12,19088,332,73,696,34,60,0.0684931506849315,65.74805555555555,54.03949771689498,0.08620689655172414,2.0,0.0,2.0,42.0,38.0,1.0,3.0,False,1-2,Q4 (highest),Q4 (highest),2024-12-31,Power Accounts,True
A-94f8c9,Company_51,HealthTech,US,other,Basic,13,False,False,2024-03-29,2024-03-01,277,1,True,2024-05-02,2024Q1,6-12 months,2024-04-17,True,16,13,3,1,2,1,0.5625,0.875,31989,True,True,True,Enterprise,15,31989,261,77,746,33,63,0.09090909090909091,56.70111111111111,44.18268398268398,0.08445040214477212,3.0,0.0,2.0,47.333333333333336,87.66666666666667,2.0,5.0,False,3-4,Q4 (highest),Q4 (highest),2024-12-31,Power Accounts,True
A-02fac6,Company_52,FinTech,US,event,Pro,22,False,False,2023-04-06,2023-04-01,635,1,True,2024-08-21,2023Q2,18-24 months,,,11,11,0,0,1,0,0.2727272727272727,0.8181818181818182,26410,False,True,False,Enterprise,11,26410,280,53,514,32,34,0.09433962264150944,47.181666666666665,53.41320754716981,0.06614785992217899,6.0,0.0,2.0,23.333333333333332,100.5,2.0,4.0,False,5-6,Q4 (highest),Q3,2024-12-31,Engaged Accounts,True
A-c1dfe1,Company_53,DevTools,DE,ads,Pro,26,False,False,2023-08-07,2023-08-01,512,2,True,2023-09-21,2023Q3,12-18 months,,,8,8,0,1,1,2,0.25,0.625,25790,False,True,True,Enterprise,7,25296,204,39,375,24,30,0.10256410256410256,35.46861111111111,54.56709401709402,0.08,3.0,0.0,2.0,50.333333333333336,93.66666666666667,1.0,4.0,False,3-4,Q2,Q2,2024-12-31,Casual Accounts,True
A-32728c,Company_54,DevTools,US,event,Pro,20,False,True,2023-01-03,2023-01-01,728,3,True,2023-01-25,2023Q1,18-24 months,2024-03-23,True,8,6,2,1,1,0,0.625,1.0,4498,True,True,False,Enterprise,7,4118,122,41,418,26,22,0.14634146341463414,32.03472222222222,46.88008130081301,0.05263157894736842,2.0,0.0,0.0,34.5,61.5,2.0,3.5,False,1-2,Q2,Q2,2024-12-31,Casual Accounts,False
A-4c38bc,Company_55,HealthTech,UK,event,Basic,36,False,True,2024-03-09,2024-03-01,297,0,False,,2024Q1,6-12 months,2024-04-21,True,16,15,1,2,2,0,0.5,0.875,48060,True,True,False,Enterprise,14,45612,468,81,818,37,27,0.12345679012345678,75.37722222222222,55.83497942386831,0.03300733496332518,3.0,0.0,2.0,48.333333333333336,43.0,2.0,3.5,False,3-4,Q4 (highest),Q4 (highest),2024-12-31,Power Accounts,False
